Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Returned,Return_Probability,Risk_Level
Toys,307.2,2,Changed mind,Returned,-473.0,68,Male,City46,PayPal,Express,34.59,0,0.509237650210517,Medium
Books,280.47,2,Changed mind,Returned,27.0,41,Male,City98,PayPal,Next-Day,25.68,0,0.474535129862874,Medium
Books,378.23,4,Defective,Returned,-218.0,32,Male,City86,Credit Card,Standard,24.67,0,0.5262560457972177,Medium
Toys,382.59,2,Changed mind,Returned,169.0,53,Male,City24,PayPal,Express,3.84,0,0.5127963481326242,Medium
Electronics,292.0,1,Defective,Returned,-183.0,27,Male,City25,Gift Card,Standard,2.68,0,0.5173054523259993,Medium
Electronics,134.39,3,Changed mind,Returned,-363.0,41,Female,City21,PayPal,Express,13.74,0,0.5143177168929024,Medium
Toys,414.9,4,Not as described,Returned,-216.0,42,Female,City77,Credit Card,Next-Day,42.53,0,0.5167486559460432,Medium
Books,79.42,3,Not as described,Returned,-24.0,68,Male,City60,Gift Card,Next-Day,19.24,0,0.4900746046718366,Medium
Electronics,38.57,3,Wrong item,Returned,-546.0,38,Male,City81,Credit Card,Next-Day,20.83,0,0.48563554659752217,Medium
Clothing,284.69,3,Defective,Returned,35.0,30,Male,City69,Credit Card,Express,24.31,0,0.47457792434240714,Medium
Books,366.33,1,Changed mind,Returned,494.0,34,Male,City86,Credit Card,Next-Day,46.02,0,0.5104695670663137,Medium
Books,454.4,4,Wrong item,Returned,101.0,58,Female,City68,Gift Card,Standard,44.65,0,0.5174299918845896,Medium
Toys,372.92,4,Changed mind,Returned,-118.0,42,Female,City13,Debit Card,Next-Day,19.74,0,0.508855059140368,Medium
Electronics,318.82,1,Defective,Returned,11.0,42,Female,City10,Debit Card,Standard,1.2,0,0.5185083303494976,Medium
Clothing,147.57,5,Wrong item,Returned,181.0,59,Male,City23,Debit Card,Next-Day,21.96,0,0.5042139050103105,Medium
Home,239.29,4,Wrong item,Returned,355.0,35,Male,City87,PayPal,Express,25.74,0,0.44067993468375943,Medium
Electronics,256.06,3,Wrong item,Returned,399.0,41,Male,City42,Credit Card,Express,23.45,0,0.5063012895059668,Medium
Electronics,174.34,1,Wrong item,Returned,627.0,54,Female,City97,Debit Card,Express,2.45,0,0.47412100243111566,Medium
Electronics,124.93,3,Not as described,Returned,-150.0,48,Female,City53,Gift Card,Express,43.27,0,0.5248180725031493,Medium
Toys,220.62,5,Not as described,Returned,133.0,68,Female,City14,Gift Card,Next-Day,2.42,0,0.5271960352464878,Medium
Electronics,57.22,2,Defective,Returned,-218.0,63,Female,City11,Debit Card,Next-Day,20.04,0,0.514704186642822,Medium
Toys,371.29,1,Wrong item,Returned,-112.0,52,Male,City26,Gift Card,Express,37.1,0,0.445082057762575,Medium
Clothing,275.64,2,Changed mind,Returned,-434.0,18,Male,City25,Gift Card,Standard,21.38,0,0.5112013129265738,Medium
Electronics,390.58,1,Changed mind,Returned,-87.0,49,Female,City41,Credit Card,Next-Day,21.39,0,0.4578336832085424,Medium
Home,144.91,3,Changed mind,Returned,-215.0,62,Male,City47,Gift Card,Standard,34.91,0,0.47927764817823554,Medium
Electronics,360.03,2,Wrong item,Returned,-314.0,21,Female,City66,Credit Card,Standard,10.88,0,0.4838942591880226,Medium
Books,205.75,4,Wrong item,Returned,647.0,45,Male,City68,Debit Card,Express,13.56,0,0.5148408495962873,Medium
Toys,309.83,3,Defective,Returned,-206.0,34,Female,City84,Debit Card,Next-Day,7.11,0,0.4902788721365463,Medium
Electronics,430.6,4,Wrong item,Returned,-596.0,49,Male,City89,PayPal,Next-Day,44.84,0,0.5149862834356257,Medium
Home,101.21,2,Not as described,Returned,-534.0,61,Female,City87,Gift Card,Next-Day,27.13,0,0.43248949277889315,Medium
Electronics,464.69,5,Wrong item,Returned,-539.0,34,Female,City27,Credit Card,Standard,11.38,0,0.5163090581996053,Medium
Electronics,77.38,5,Wrong item,Returned,-30.0,68,Male,City15,Debit Card,Next-Day,26.84,0,0.4533680962902976,Medium
Toys,470.09,3,Not as described,Returned,-380.0,56,Male,City36,Credit Card,Express,17.82,0,0.5082869835365522,Medium
Clothing,447.81,4,Defective,Returned,-619.0,70,Female,City21,Debit Card,Next-Day,1.5,0,0.5023365771577065,Medium
Home,266.57,1,Wrong item,Returned,-49.0,53,Male,City50,PayPal,Next-Day,12.28,0,0.4992955920719774,Medium
Electronics,415.32,1,Changed mind,Returned,533.0,56,Male,City35,Debit Card,Standard,25.34,0,0.4781597554189616,Medium
Electronics,378.2,4,Defective,Returned,233.0,67,Male,City17,Credit Card,Next-Day,26.54,0,0.512712285963806,Medium
Electronics,433.64,5,Wrong item,Returned,256.0,20,Male,City40,Debit Card,Next-Day,49.28,0,0.5225455252863981,Medium
Books,359.57,3,Wrong item,Returned,399.0,52,Female,City69,Credit Card,Next-Day,15.31,0,0.4733106855295283,Medium
Electronics,176.83,2,Not as described,Returned,-75.0,50,Female,City4,Gift Card,Standard,37.84,0,0.5000454239576468,Medium
Clothing,312.33,5,Not as described,Returned,477.0,65,Male,City23,Gift Card,Next-Day,47.97,0,0.5076812284652175,Medium
Home,185.97,2,Not as described,Returned,113.0,46,Female,City92,PayPal,Express,18.1,0,0.4682733689132413,Medium
Home,497.13,5,Wrong item,Returned,27.0,45,Male,City89,PayPal,Next-Day,27.8,0,0.5175013340737735,Medium
Electronics,478.24,1,Defective,Returned,-46.0,27,Female,City43,Debit Card,Standard,16.33,0,0.5349286550047683,Medium
Clothing,78.18,5,Defective,Returned,-461.0,30,Female,City71,Gift Card,Next-Day,0.22,0,0.5222969551998035,Medium
Books,168.54,1,Wrong item,Returned,3.0,57,Male,City49,PayPal,Next-Day,42.46,0,0.5209398641368873,Medium
Electronics,11.7,5,Defective,Returned,-364.0,55,Male,City93,Credit Card,Standard,26.1,0,0.4748775994862152,Medium
Toys,56.52,2,Not as described,Returned,382.0,57,Male,City68,Debit Card,Next-Day,37.74,0,0.5132978165995716,Medium
Clothing,312.15,4,Wrong item,Returned,-257.0,65,Male,City78,Gift Card,Express,15.91,0,0.4941062199393455,Medium
Electronics,454.96,5,Wrong item,Returned,-130.0,35,Female,City72,Debit Card,Next-Day,17.65,0,0.4901414671900475,Medium
Electronics,76.13,1,Wrong item,Returned,-673.0,56,Male,City34,PayPal,Standard,1.6,0,0.5093221262956029,Medium
Electronics,323.44,4,Defective,Returned,-101.0,66,Female,City35,Debit Card,Standard,36.88,0,0.4862119792675265,Medium
Books,494.15,2,Wrong item,Returned,429.0,70,Female,City68,PayPal,Express,3.27,0,0.5338976246480314,Medium
Home,315.9,2,Wrong item,Returned,-312.0,24,Male,City50,Gift Card,Next-Day,12.04,0,0.48702854157147185,Medium
Electronics,94.1,1,Not as described,Returned,-549.0,64,Male,City98,Debit Card,Next-Day,26.39,0,0.46898915832119253,Medium
Electronics,282.69,4,Not as described,Returned,-355.0,57,Male,City54,PayPal,Next-Day,12.0,0,0.5324625329522911,Medium
Electronics,192.67,2,Wrong item,Returned,226.0,53,Female,City4,Gift Card,Next-Day,37.32,0,0.4924171744757483,Medium
Home,483.26,1,Changed mind,Returned,-297.0,47,Female,City95,Gift Card,Express,17.83,0,0.4891578116044461,Medium
Books,473.59,4,Wrong item,Returned,-309.0,63,Male,City18,Gift Card,Next-Day,31.74,0,0.5105068743810216,Medium
Books,163.94,4,Defective,Returned,332.0,25,Female,City36,Credit Card,Next-Day,4.66,0,0.5094335405539508,Medium
Toys,289.17,5,Not as described,Returned,354.0,45,Female,City16,Credit Card,Express,12.87,0,0.4996636912993026,Medium
Books,6.99,1,Wrong item,Returned,-114.0,23,Female,City37,Gift Card,Next-Day,11.14,0,0.5145681587459036,Medium
Electronics,268.93,1,Changed mind,Returned,258.0,58,Female,City62,Debit Card,Standard,6.4,0,0.5142751914282471,Medium
Home,243.18,4,Not as described,Returned,218.0,26,Male,City4,Gift Card,Standard,49.12,0,0.49536371736975826,Medium
Toys,432.99,4,Defective,Returned,196.0,29,Male,City51,Debit Card,Standard,24.64,0,0.48326256663630596,Medium
Electronics,195.92,5,Wrong item,Returned,475.0,24,Female,City58,Gift Card,Standard,10.94,0,0.5439496581614034,Medium
Clothing,283.69,3,Wrong item,Returned,5.0,42,Male,City1,Debit Card,Next-Day,13.59,0,0.4946206079977876,Medium
Books,468.12,3,Changed mind,Returned,-140.0,56,Male,City54,Debit Card,Next-Day,17.46,0,0.4971116758468311,Medium
Books,162.16,4,Defective,Returned,-57.0,33,Male,City71,PayPal,Next-Day,35.97,0,0.5187885617594218,Medium
Toys,386.86,2,Changed mind,Returned,-52.0,28,Male,City59,Debit Card,Express,12.21,0,0.47500180760470645,Medium
Books,11.24,1,Changed mind,Returned,-590.0,48,Male,City99,PayPal,Standard,29.75,0,0.49475283585677615,Medium
Clothing,416.87,4,Changed mind,Returned,-263.0,66,Male,City65,Credit Card,Express,38.13,0,0.5206881991184626,Medium
Books,283.36,2,Not as described,Returned,1.0,65,Female,City31,Credit Card,Standard,24.55,0,0.5102038047531193,Medium
Home,259.63,4,Wrong item,Returned,580.0,32,Female,City58,PayPal,Standard,2.15,0,0.5553795298511521,Medium
Home,423.3,3,Changed mind,Returned,359.0,67,Male,City52,Gift Card,Express,38.11,0,0.5077817298402791,Medium
Electronics,333.82,3,Wrong item,Returned,-69.0,60,Male,City6,PayPal,Standard,11.07,0,0.5028397044756487,Medium
Toys,325.12,2,Wrong item,Returned,301.0,20,Male,City7,Credit Card,Express,2.65,0,0.5225205176772454,Medium
Home,335.17,4,Changed mind,Returned,78.0,65,Female,City1,PayPal,Express,42.04,0,0.5027995359882589,Medium
Clothing,185.22,2,Wrong item,Returned,-112.0,57,Female,City70,Credit Card,Express,39.08,0,0.5064957399002474,Medium
Books,439.35,3,Wrong item,Returned,196.0,64,Female,City57,Debit Card,Next-Day,14.43,0,0.48181937235292815,Medium
Books,361.35,2,Changed mind,Returned,-99.0,43,Male,City73,PayPal,Next-Day,17.47,0,0.5020901904472493,Medium
Home,442.22,4,Changed mind,Returned,-20.0,47,Female,City39,Credit Card,Express,19.11,0,0.44529494856245516,Medium
Home,338.37,1,Wrong item,Returned,465.0,21,Male,City11,Debit Card,Express,35.96,0,0.5053132431927659,Medium
Home,256.97,3,Defective,Returned,333.0,19,Female,City29,Gift Card,Express,47.64,0,0.5364740924544394,Medium
Clothing,361.22,1,Defective,Returned,65.0,18,Female,City2,Credit Card,Express,5.76,0,0.5157873287573032,Medium
Home,375.97,4,Not as described,Returned,81.0,61,Male,City82,Gift Card,Standard,38.73,0,0.5024273786435819,Medium
Electronics,287.68,1,Defective,Returned,-427.0,48,Female,City85,Gift Card,Next-Day,27.24,0,0.5033495268480106,Medium
Toys,32.87,5,Not as described,Returned,-293.0,34,Female,City88,Gift Card,Next-Day,13.06,0,0.5042109545259243,Medium
Electronics,409.45,3,Not as described,Returned,401.0,65,Male,City20,Debit Card,Express,5.09,0,0.5010175427127513,Medium
Clothing,496.1,3,Not as described,Returned,145.0,42,Female,City43,Debit Card,Standard,41.01,0,0.5378592488768331,Medium
Electronics,354.51,3,Wrong item,Returned,-15.0,20,Female,City37,Debit Card,Express,45.43,0,0.5047011260674805,Medium
Books,335.76,4,Changed mind,Returned,-399.0,35,Male,City15,Credit Card,Express,15.49,0,0.44445703191417835,Medium
Clothing,33.63,2,Defective,Returned,206.0,51,Female,City15,Gift Card,Express,16.08,0,0.4619517101490301,Medium
Clothing,325.77,5,Not as described,Returned,43.0,36,Male,City36,Debit Card,Next-Day,23.61,0,0.5131493018296981,Medium
Home,176.36,3,Wrong item,Returned,-138.0,18,Male,City13,Debit Card,Next-Day,38.96,0,0.50885335689247,Medium
Electronics,57.14,2,Wrong item,Returned,-159.0,41,Female,City28,Gift Card,Standard,43.06,0,0.4653483698804454,Medium
Toys,457.61,1,Wrong item,Returned,158.0,29,Male,City51,Credit Card,Standard,47.76,0,0.47546651706165277,Medium
Toys,23.62,3,Changed mind,Returned,-421.0,47,Male,City89,PayPal,Standard,19.11,0,0.5183300651286884,Medium
Books,364.8,2,Wrong item,Returned,501.0,66,Male,City6,Gift Card,Standard,21.33,0,0.48306942011230075,Medium
Clothing,45.82,1,Defective,Returned,183.0,62,Male,City49,PayPal,Standard,4.33,0,0.5377236819809837,Medium
Clothing,193.47,5,Defective,Returned,55.0,65,Male,City100,Gift Card,Express,9.03,0,0.5365839178794158,Medium
Electronics,469.16,4,Defective,Returned,275.0,43,Male,City68,PayPal,Express,39.01,0,0.5291058131528004,Medium
Toys,79.63,2,Wrong item,Returned,-295.0,58,Female,City35,PayPal,Next-Day,30.06,0,0.500938313207706,Medium
Books,444.66,3,Wrong item,Returned,-315.0,67,Female,City46,PayPal,Standard,27.68,0,0.5196277341523208,Medium
Home,222.67,2,Wrong item,Returned,635.0,38,Male,City1,Debit Card,Next-Day,46.61,0,0.4838028279524906,Medium
Home,377.41,4,Not as described,Returned,-297.0,53,Male,City39,Credit Card,Standard,26.3,0,0.45440880306629117,Medium
Electronics,473.0,1,Not as described,Returned,-106.0,57,Female,City82,Debit Card,Standard,15.44,0,0.5009330399643082,Medium
Toys,76.11,5,Not as described,Returned,74.0,32,Female,City54,PayPal,Standard,41.15,0,0.5314616121955892,Medium
Clothing,448.24,5,Changed mind,Returned,-228.0,51,Male,City30,PayPal,Express,31.37,0,0.4646552158644035,Medium
Toys,147.09,4,Not as described,Returned,-217.0,61,Female,City97,Gift Card,Standard,32.64,0,0.48185926788283,Medium
Home,345.5,5,Defective,Returned,-74.0,56,Male,City58,Gift Card,Standard,23.75,0,0.5362798061164964,Medium
Books,327.07,1,Defective,Returned,577.0,64,Male,City50,Credit Card,Standard,7.0,0,0.48196104733972167,Medium
Toys,148.04,1,Changed mind,Returned,-47.0,19,Female,City88,PayPal,Next-Day,27.58,0,0.49914722781308896,Medium
Electronics,28.33,1,Defective,Returned,306.0,34,Male,City85,Gift Card,Next-Day,49.37,0,0.49827829241268995,Medium
Clothing,18.4,5,Defective,Returned,463.0,23,Male,City26,Gift Card,Express,47.77,0,0.4522714925528261,Medium
Toys,417.26,4,Changed mind,Returned,-412.0,59,Male,City69,Debit Card,Express,29.18,0,0.4658698395187398,Medium
Toys,315.08,4,Defective,Returned,230.0,63,Female,City66,Credit Card,Next-Day,30.16,0,0.4760148791232907,Medium
Toys,490.26,3,Changed mind,Returned,-275.0,67,Male,City62,Credit Card,Next-Day,38.12,0,0.5000990464359182,Medium
Clothing,28.66,5,Not as described,Returned,113.0,28,Female,City57,PayPal,Express,7.97,0,0.5165275868027458,Medium
Home,463.77,2,Defective,Returned,-338.0,56,Female,City90,PayPal,Express,15.28,0,0.45795970469093117,Medium
Books,120.06,4,Not as described,Returned,-45.0,37,Female,City41,Gift Card,Standard,19.15,0,0.4788618023051853,Medium
Home,61.25,1,Defective,Returned,-326.0,49,Female,City68,PayPal,Express,16.95,0,0.5341572222279171,Medium
Home,173.25,5,Wrong item,Returned,230.0,39,Female,City30,Debit Card,Next-Day,20.85,0,0.45350804512490317,Medium
Toys,456.84,5,Changed mind,Returned,102.0,52,Male,City23,PayPal,Standard,11.04,0,0.517648896399598,Medium
Electronics,440.66,2,Not as described,Returned,85.0,45,Female,City10,Credit Card,Standard,32.58,0,0.5166234120484356,Medium
Books,57.64,4,Defective,Returned,-116.0,61,Female,City10,Debit Card,Next-Day,6.62,0,0.5157085964997409,Medium
Home,207.46,3,Not as described,Returned,141.0,40,Female,City40,Credit Card,Next-Day,47.53,0,0.5270580971666863,Medium
Toys,282.93,2,Wrong item,Returned,276.0,41,Female,City63,Gift Card,Next-Day,34.43,0,0.5023942054175329,Medium
Clothing,37.62,1,Wrong item,Returned,483.0,61,Female,City21,Gift Card,Express,6.49,0,0.5083626359209666,Medium
Home,181.44,4,Wrong item,Returned,-67.0,45,Male,City13,Gift Card,Express,16.28,0,0.5219020496814296,Medium
Home,410.87,3,Not as described,Returned,-55.0,36,Male,City43,Credit Card,Standard,2.3,0,0.5417908844659256,Medium
Home,412.21,2,Wrong item,Returned,266.0,58,Male,City98,Credit Card,Express,16.6,0,0.4644852377495648,Medium
Clothing,409.65,2,Not as described,Returned,355.0,64,Male,City23,Credit Card,Express,43.1,0,0.499210791653332,Medium
Clothing,9.23,4,Wrong item,Returned,88.0,28,Male,City63,Gift Card,Standard,41.06,0,0.5102902598063364,Medium
Electronics,411.49,2,Wrong item,Returned,-389.0,49,Male,City39,Gift Card,Standard,21.99,0,0.45664923675154173,Medium
Clothing,7.82,4,Changed mind,Returned,58.0,47,Female,City33,Debit Card,Standard,2.73,0,0.4959432676189438,Medium
Clothing,156.03,2,Changed mind,Returned,-110.0,56,Female,City69,Gift Card,Express,48.48,0,0.4732666207991813,Medium
Toys,191.81,4,Changed mind,Returned,-153.0,34,Female,City79,Debit Card,Express,7.94,0,0.5105097096425599,Medium
Toys,155.25,5,Changed mind,Returned,-154.0,49,Female,City99,Debit Card,Standard,45.66,0,0.47866051212603306,Medium
Home,84.78,3,Wrong item,Returned,-257.0,24,Male,City67,PayPal,Standard,11.0,0,0.5065855313205344,Medium
Toys,191.11,5,Changed mind,Returned,43.0,58,Male,City90,Gift Card,Express,20.18,0,0.44226355627827063,Medium
Toys,27.5,2,Wrong item,Returned,-65.0,68,Female,City100,Gift Card,Standard,42.91,0,0.529080759251771,Medium
Home,498.85,1,Not as described,Returned,-153.0,20,Male,City81,Debit Card,Next-Day,25.53,0,0.4814153486783599,Medium
Toys,135.75,3,Defective,Returned,-402.0,24,Male,City42,Debit Card,Next-Day,34.22,0,0.5010951635490375,Medium
Toys,282.4,4,Changed mind,Returned,-466.0,66,Male,City7,Gift Card,Standard,4.91,0,0.5289838239127058,Medium
Books,440.05,3,Not as described,Returned,-205.0,25,Female,City53,Debit Card,Next-Day,35.24,0,0.5136288425789738,Medium
Home,418.63,4,Defective,Returned,117.0,18,Male,City79,PayPal,Standard,24.63,0,0.5300348539024983,Medium
Clothing,320.45,2,Not as described,Returned,563.0,57,Female,City46,Credit Card,Next-Day,3.57,0,0.5109605006844565,Medium
Toys,399.74,2,Defective,Returned,-78.0,23,Female,City48,Debit Card,Express,2.44,0,0.4830930115609042,Medium
Books,288.88,3,Wrong item,Returned,31.0,68,Female,City85,Credit Card,Express,47.79,0,0.49277771393702635,Medium
Clothing,486.58,4,Not as described,Returned,-36.0,68,Male,City3,PayPal,Express,5.38,0,0.5154066008122332,Medium
Books,288.15,3,Not as described,Returned,683.0,53,Female,City84,Credit Card,Next-Day,13.81,0,0.4927097716565263,Medium
Toys,423.18,1,Wrong item,Returned,94.0,50,Male,City77,Debit Card,Express,48.63,0,0.5068914946903317,Medium
Home,168.91,2,Not as described,Returned,23.0,57,Male,City9,Gift Card,Standard,42.55,0,0.5142702071851086,Medium
Home,275.85,2,Wrong item,Returned,141.0,56,Female,City93,PayPal,Standard,45.32,0,0.48549324627438767,Medium
Electronics,253.41,2,Defective,Returned,156.0,24,Male,City79,Gift Card,Standard,3.52,0,0.5226578896146976,Medium
Books,56.1,4,Defective,Returned,28.0,67,Male,City1,PayPal,Next-Day,29.58,0,0.5075715114765876,Medium
Clothing,340.89,1,Changed mind,Returned,50.0,64,Female,City27,Debit Card,Express,9.64,0,0.5069959378854202,Medium
Books,136.67,2,Wrong item,Returned,-298.0,60,Male,City92,PayPal,Express,31.91,0,0.4579300494105804,Medium
Toys,345.67,2,Wrong item,Returned,-345.0,38,Female,City73,Credit Card,Express,38.14,0,0.4876349617979192,Medium
Electronics,106.87,5,Defective,Returned,7.0,22,Female,City57,Gift Card,Express,0.05,0,0.49875014956963115,Medium
Electronics,481.94,4,Changed mind,Returned,309.0,60,Female,City80,Debit Card,Standard,45.31,0,0.4426058645880193,Medium
Home,5.33,5,Defective,Returned,156.0,65,Female,City23,Credit Card,Standard,22.39,0,0.5069807534686044,Medium
Clothing,206.25,1,Defective,Returned,106.0,50,Male,City45,Gift Card,Next-Day,36.94,0,0.4633530695298545,Medium
Home,217.81,5,Not as described,Returned,87.0,24,Female,City30,PayPal,Next-Day,2.73,0,0.47983863521488135,Medium
Books,395.81,5,Not as described,Returned,78.0,18,Male,City17,Debit Card,Next-Day,5.97,0,0.5189497339625188,Medium
Home,457.53,4,Wrong item,Returned,-239.0,66,Female,City49,Credit Card,Express,33.56,0,0.5096126020423958,Medium
Home,92.32,4,Wrong item,Returned,-183.0,20,Male,City99,Gift Card,Standard,12.19,0,0.495152074141672,Medium
Books,286.67,1,Defective,Returned,221.0,24,Female,City38,Credit Card,Standard,10.16,0,0.44706618029839723,Medium
Home,209.97,4,Not as described,Returned,-23.0,30,Male,City42,Credit Card,Standard,43.63,0,0.508608707351988,Medium
Electronics,303.28,2,Not as described,Returned,-319.0,42,Male,City35,Credit Card,Next-Day,43.13,0,0.4818801500701099,Medium
Home,416.77,3,Defective,Returned,124.0,67,Male,City95,Credit Card,Express,37.43,0,0.48401620237816084,Medium
Toys,158.11,3,Changed mind,Returned,263.0,18,Female,City9,Credit Card,Standard,43.11,0,0.5004146252489715,Medium
Home,118.46,2,Wrong item,Returned,413.0,34,Female,City15,Debit Card,Standard,16.62,0,0.45543909090247564,Medium
Electronics,331.94,1,Changed mind,Returned,-303.0,57,Female,City34,Credit Card,Next-Day,27.78,0,0.4760321100860582,Medium
Home,490.12,3,Changed mind,Returned,377.0,35,Male,City63,PayPal,Express,37.63,0,0.5082080757932897,Medium
Toys,156.34,3,Wrong item,Returned,-289.0,64,Female,City53,Debit Card,Express,18.17,0,0.5175091052900691,Medium
Books,392.99,1,Changed mind,Returned,299.0,23,Male,City32,PayPal,Next-Day,35.48,0,0.4981288168506955,Medium
Books,53.01,1,Wrong item,Returned,28.0,22,Female,City34,PayPal,Next-Day,33.14,0,0.49715214473307867,Medium
Books,470.65,4,Wrong item,Returned,-293.0,50,Female,City87,PayPal,Next-Day,46.22,0,0.4342788851628423,Medium
Electronics,467.17,2,Wrong item,Returned,-53.0,31,Male,City88,Credit Card,Next-Day,41.34,0,0.4816788889700729,Medium
Electronics,88.54,1,Wrong item,Returned,-83.0,46,Male,City15,Gift Card,Standard,26.03,0,0.4585469848307566,Medium
Home,51.29,3,Defective,Returned,24.0,46,Female,City28,Gift Card,Next-Day,12.45,0,0.4673094908949579,Medium
Books,422.32,1,Defective,Returned,18.0,19,Female,City54,Credit Card,Next-Day,15.77,0,0.5016081530467392,Medium
Books,332.49,4,Changed mind,Returned,-515.0,66,Female,City43,Credit Card,Express,34.21,0,0.5249385668511887,Medium
Electronics,194.35,3,Not as described,Returned,188.0,42,Male,City6,Gift Card,Express,35.96,0,0.4868302281885159,Medium
Toys,418.07,5,Changed mind,Returned,229.0,35,Male,City32,Credit Card,Standard,21.13,0,0.4910689976208688,Medium
Toys,124.8,2,Wrong item,Returned,-50.0,45,Female,City92,Debit Card,Express,30.38,0,0.4424691092264557,Medium
Books,133.56,5,Not as described,Returned,-509.0,50,Female,City89,Credit Card,Express,43.59,0,0.5027839595665169,Medium
Clothing,164.6,5,Defective,Returned,486.0,23,Female,City18,PayPal,Standard,7.43,0,0.5408385868460731,Medium
Clothing,336.19,3,Not as described,Returned,88.0,50,Female,City63,Credit Card,Next-Day,35.9,0,0.504491016630209,Medium
Clothing,159.99,1,Not as described,Returned,-453.0,55,Female,City29,Debit Card,Express,10.23,0,0.5451778604493418,Medium
Home,387.42,4,Defective,Returned,-672.0,53,Female,City24,PayPal,Next-Day,27.89,0,0.5164125470163637,Medium
Electronics,313.63,1,Wrong item,Returned,-398.0,24,Female,City98,Gift Card,Express,14.91,0,0.47401965208712304,Medium
Home,40.85,1,Changed mind,Returned,-27.0,57,Male,City99,PayPal,Next-Day,28.25,0,0.49329475093496766,Medium
Books,309.82,2,Not as described,Returned,100.0,52,Male,City75,Credit Card,Standard,32.89,0,0.48459998907309804,Medium
Toys,241.75,5,Not as described,Returned,462.0,43,Male,City60,PayPal,Standard,12.89,0,0.5093577593482467,Medium
Toys,346.61,3,Changed mind,Returned,-387.0,39,Male,City43,Debit Card,Standard,18.85,0,0.5288074892145171,Medium
Books,229.04,3,Wrong item,Returned,230.0,19,Female,City32,Gift Card,Standard,33.61,0,0.49977146021827545,Medium
Books,330.53,1,Changed mind,Returned,-180.0,55,Male,City58,Credit Card,Standard,3.13,0,0.5239460767890098,Medium
Electronics,172.27,5,Changed mind,Returned,0.0,31,Female,City16,Credit Card,Standard,29.71,0,0.49271494321561393,Medium
Electronics,105.12,1,Not as described,Returned,-317.0,37,Female,City34,Debit Card,Express,28.84,0,0.4873336957522241,Medium
Clothing,273.29,5,Wrong item,Returned,145.0,36,Male,City84,Gift Card,Standard,43.66,0,0.4968870447863325,Medium
Clothing,422.15,1,Changed mind,Returned,140.0,28,Male,City24,Debit Card,Next-Day,32.82,0,0.48907838332049103,Medium
Books,105.18,5,Wrong item,Returned,-42.0,67,Female,City84,Gift Card,Express,49.02,0,0.4916477514863295,Medium
Home,31.43,4,Wrong item,Returned,-487.0,25,Female,City33,PayPal,Next-Day,5.63,0,0.512604576246721,Medium
Books,142.88,2,Not as described,Returned,-146.0,65,Male,City1,Debit Card,Standard,17.89,0,0.4967228809624732,Medium
Home,432.45,3,Not as described,Returned,71.0,28,Male,City99,Gift Card,Standard,15.52,0,0.49501876714927856,Medium
Electronics,421.64,4,Defective,Returned,-83.0,19,Male,City95,Debit Card,Next-Day,6.76,0,0.4922170697121335,Medium
Clothing,290.49,2,Defective,Returned,-385.0,45,Male,City17,Debit Card,Next-Day,21.3,0,0.5136031685679353,Medium
Electronics,35.7,4,Wrong item,Returned,-157.0,49,Female,City84,PayPal,Express,43.26,0,0.5084016047085147,Medium
Clothing,424.32,1,Changed mind,Returned,204.0,66,Female,City60,Credit Card,Next-Day,12.04,0,0.4781164808005755,Medium
Electronics,77.14,2,Wrong item,Returned,208.0,60,Female,City84,PayPal,Express,32.8,0,0.5082920904216609,Medium
Electronics,408.2,1,Wrong item,Returned,159.0,54,Male,City94,Gift Card,Next-Day,45.11,0,0.53087997887849,Medium
Books,273.69,2,Changed mind,Returned,-290.0,21,Male,City57,PayPal,Next-Day,5.63,0,0.49518861644200696,Medium
Electronics,58.29,1,Not as described,Returned,-143.0,25,Female,City67,Credit Card,Express,31.68,0,0.4860624066235059,Medium
Toys,22.48,4,Changed mind,Returned,660.0,32,Female,City2,Credit Card,Express,12.88,0,0.5118089314869828,Medium
Clothing,207.83,2,Not as described,Returned,628.0,45,Male,City99,Gift Card,Next-Day,15.05,0,0.495287799832227,Medium
Books,38.62,3,Wrong item,Returned,174.0,39,Female,City60,PayPal,Express,20.48,0,0.5009943889944977,Medium
Books,297.98,1,Defective,Returned,379.0,32,Male,City80,PayPal,Next-Day,19.71,0,0.4602220456058635,Medium
Electronics,374.13,2,Not as described,Returned,460.0,39,Male,City56,PayPal,Express,43.49,0,0.5092490055958514,Medium
Home,40.97,5,Not as described,Returned,91.0,70,Female,City7,Gift Card,Standard,27.22,0,0.5390391405300318,Medium
Home,111.77,5,Changed mind,Returned,46.0,65,Female,City59,PayPal,Express,33.42,0,0.49771863493623364,Medium
Home,206.07,5,Changed mind,Returned,-131.0,55,Female,City54,Gift Card,Standard,38.1,0,0.5102395263464394,Medium
Electronics,34.28,2,Changed mind,Returned,317.0,20,Male,City76,Gift Card,Standard,15.91,0,0.49028687539586313,Medium
Electronics,71.97,5,Changed mind,Returned,-89.0,64,Female,City35,Debit Card,Express,0.38,0,0.489686213917444,Medium
Electronics,174.78,3,Not as described,Returned,-223.0,48,Male,City10,PayPal,Standard,39.3,0,0.5352654355409474,Medium
Clothing,337.37,2,Not as described,Returned,-218.0,33,Male,City91,Debit Card,Next-Day,22.03,0,0.4920241265973417,Medium
